date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:35:13	148473/148473	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/conventions.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/conventions.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:14	85447/85447	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/ratelimits.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/ratelimits.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:14	95053/95053	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/api-lifecycle.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/api-lifecycle.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:14	83550/83550	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/release-planning.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/release-planning.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:14	113340/113340	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/releasenotes.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/releasenotes.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:15	84842/84842	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/aapi-overview.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/aapi-overview.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:15	86245/86245	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/adgroups.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/adgroups.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:15	82137/82137	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/assortments.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/assortments.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:15	101871/101871	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/campaigns.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/campaigns.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:15	86054/86054	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/keywords.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/keywords.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:16	84493/84493	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/negative-keywords.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/negative-keywords.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:16	92423/92423	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/reporting.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/reporting.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:16	85259/85259	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/target-products.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/advertiser-api/target-products.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:16	88194/88194	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/billing-information.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/billing-information.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:16	84690/84690	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/commissions.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/commissions.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:17	84721/84721	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/fulfilment-by-bol.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/fulfilment-by-bol.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:17	105307/105307	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/inventory-shipments-fbb.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/inventory-shipments-fbb.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:17	115989/115989	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/invoices.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/invoices.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:17	112799/112799	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:18	89266/89266	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers-process.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers-process.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:18	105021/105021	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers-not-publishable-reasons.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers-not-publishable-reasons.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:18	90671/90671	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/unpublished-offers-report.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/unpublished-offers-report.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:18	87754/87754	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers-insights-and-sales-forecast.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/offers-insights-and-sales-forecast.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:18	133754/133754	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/orders-shipments.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/orders-shipments.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:19	93495/93495	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/orders-best-practices.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/orders-best-practices.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:19	87280/87280	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/partner-performance-indicators.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/partner-performance-indicators.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:19	118862/118862	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-content-api.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-content-api.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:19	88887/88887	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/catalog-product-content-api.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/catalog-product-content-api.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:19	85749/85749	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-chunk-recommendations.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-chunk-recommendations.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:20	90678/90678	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-families.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-families.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:20	111352/111352	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/productcontent-uploadreport-substatuses-and-descriptions.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/productcontent-uploadreport-substatuses-and-descriptions.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:20	85002/85002	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/competing-offers-api.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/competing-offers-api.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:20	84212/84212	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/retrieving-product-ids.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/retrieving-product-ids.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:21	83857/83857	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-ranking-overview.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-ranking-overview.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:21	83613/83613	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-placement.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-placement.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:21	89757/89757	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-list-filters.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-list-filters.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:21	84462/84462	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-list.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-list.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:21	85873/85873	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-assets.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-assets.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:22	83382/83382	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-ratings.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/product-ratings.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:22	91978/91978	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/promotions-api.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/promotions-api.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:22	84867/84867	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/retailer-information-api.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/retailer-information-api.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:22	97669/97669	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/returns.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/returns.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:22	85417/85417	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/search-terms.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/search-terms.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:23	98850/98850	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/shipping-labels.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/shipping-labels.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:23	107840/107840	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/subscriptions.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/subscriptions.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:23	105436/105436	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/verzenden-via-bol.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/retailer-api/verzenden-via-bol.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:23	85967/85967	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v9/functional/shared-api/process-status.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v9/functional/shared-api/process-status.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:24	91308/91308	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/beta-program/beta-program-retailer-api.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/beta-program/beta-program-retailer-api.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
17:35:24	84529/84529	---M--	200	added ('OK')	text/html	date:Thu,%2013%20Apr%202023%2014:51:28%20GMT	https://api.bol.com/retailer/public/Retailer-API/v10/releasenotes.html	E:/AI/AutoGPT%200.2.0/Auto-GPT/auto_gpt_workspace/bol-api-pages/Bol.com%20API/api.bol.com/retailer/public/Retailer-API/v10/releasenotes.html	(from https://api.bol.com/retailer/public/Retailer-API/index.html)
